EmployeeID,ProjectID,RoleInProject,HoursWorked,CompletionStatus,ProjectScore
3548,8,Lead,205.8,Completed,8.34
3548,14,Coordinator,250.9,Completed,6.24
3548,10,Analyst,260.9,Delayed,9.05
3549,3,Developer,83.4,In Progress,9.07
3550,6,QA,183.5,In Progress,7.94
3551,12,Analyst,107.4,Delayed,7.4
3551,14,Coordinator,248.6,Delayed,9.31
3552,15,Coordinator,201.1,In Progress,5.14
3553,11,Analyst,217.1,Completed,7.84
3554,4,Developer,390.7,In Progress,9.73
3554,15,Developer,245.7,In Progress,7.98
3555,8,Coordinator,342.3,In Progress,5.48
3556,11,QA,75.5,Completed,9.59
3557,14,Designer,322.0,Delayed,5.84
3558,3,Manager,194.6,Delayed,5.89
3558,12,QA,170.2,In Progress,6.02
3559,13,Coordinator,298.0,In Progress,9.37
3560,9,QA,46.8,In Progress,9.01
3560,2,Manager,223.0,Delayed,5.86
3560,4,Analyst,67.2,Completed,9.69
3561,1,Lead,381.7,In Progress,7.2
3562,2,Lead,236.0,Completed,7.17
3562,11,Designer,143.4,In Progress,6.33
3563,13,Manager,258.2,In Progress,8.97
3564,10,Developer,326.4,Completed,8.58
3565,2,Manager,299.7,In Progress,5.69
3565,1,Developer,309.5,In Progress,8.24
3566,12,Developer,308.5,Delayed,5.4
3566,1,Developer,103.0,Completed,6.73
3567,10,Analyst,73.7,In Progress,5.79
3567,6,Developer,367.4,Delayed,9.12
3567,8,Manager,332.4,Delayed,8.75
3568,15,QA,318.9,In Progress,6.79
3569,1,Coordinator,131.4,Completed,9.44
3569,9,Analyst,76.3,Completed,7.91
3569,2,QA,248.4,In Progress,5.2
3570,5,Analyst,203.4,In Progress,8.78
3571,11,Coordinator,109.7,Completed,9.73
3571,9,Coordinator,392.0,In Progress,5.69
3571,1,Developer,266.4,Delayed,6.94
3572,9,Designer,159.6,In Progress,8.05
3572,6,Analyst,65.7,Delayed,9.0
3573,1,QA,354.6,In Progress,8.94
3573,13,QA,62.9,Delayed,5.42
3573,2,Designer,50.0,Completed,5.6
3574,5,Manager,238.1,Completed,8.92
3574,8,Manager,212.9,In Progress,6.01
3575,5,Manager,74.6,Completed,7.86
3575,2,QA,330.9,Completed,6.19
3575,13,Manager,138.7,Completed,9.3
3576,3,Developer,105.0,Delayed,8.97
3576,2,Analyst,307.3,In Progress,8.57
3576,14,QA,186.1,Delayed,9.22
3577,10,Lead,364.4,In Progress,8.62
3578,11,Lead,252.8,In Progress,8.2
3578,8,Developer,282.9,In Progress,5.77
3578,15,Developer,251.5,Delayed,8.32
3579,7,Manager,303.8,Delayed,7.46
3579,14,QA,135.3,Delayed,6.42
3579,9,Manager,293.4,In Progress,7.76
3580,3,Designer,120.9,Delayed,6.72
3580,7,Lead,249.6,Completed,5.84
3580,10,QA,257.4,In Progress,7.39
3581,13,Lead,230.0,Completed,5.91
3581,14,Developer,259.8,In Progress,8.03
3582,3,Developer,268.9,Completed,8.23
3582,13,Designer,194.5,In Progress,7.32
3582,15,Coordinator,324.2,In Progress,8.94
3583,6,Lead,219.9,Delayed,5.58
3583,15,QA,279.5,Completed,9.34
3584,7,Coordinator,399.4,Completed,5.31
3584,3,Lead,59.5,Delayed,8.92
3584,6,QA,73.7,Completed,5.86
3585,9,Designer,142.0,Delayed,6.77
3585,3,Analyst,374.5,In Progress,7.64
3585,1,Coordinator,386.8,Completed,5.51
3586,8,Coordinator,278.6,Completed,7.65
3586,14,Coordinator,368.3,Completed,9.11
3587,15,Designer,132.3,In Progress,7.93
3587,14,Manager,103.3,Delayed,5.91
3587,10,Analyst,204.9,Completed,9.83
3588,15,Designer,396.6,Delayed,6.92
3589,3,Coordinator,289.1,Delayed,9.42
3590,4,Developer,134.3,Delayed,8.55
3591,3,Developer,164.2,Delayed,5.37
3591,10,Analyst,283.1,Delayed,9.95
3591,2,Coordinator,327.3,Completed,7.56
3592,8,Coordinator,64.0,In Progress,6.32
3593,1,Designer,382.5,Completed,7.82
3594,10,Manager,143.1,Completed,9.63
3594,6,Designer,378.0,Delayed,5.56
3595,13,Coordinator,75.0,In Progress,5.93
3595,14,Lead,272.9,Completed,6.2
3596,6,Manager,127.8,Delayed,7.19
3597,6,Lead,81.4,Completed,7.94
3597,1,QA,222.9,In Progress,9.97
3597,12,Coordinator,54.7,Delayed,7.77
3598,12,Coordinator,140.8,In Progress,6.16
3599,10,Developer,243.2,In Progress,8.01
3599,15,Lead,181.3,In Progress,5.4
3600,2,Lead,340.7,Delayed,5.64
3600,8,Manager,153.8,In Progress,5.49
3601,2,Analyst,281.4,Delayed,9.57
3601,13,Designer,307.1,In Progress,5.78
3602,1,QA,73.5,In Progress,9.89
3603,3,Designer,133.6,Delayed,5.49
3603,4,Lead,77.4,In Progress,9.8
3604,1,Designer,84.3,In Progress,9.85
3605,4,Developer,137.4,Completed,7.77
3606,12,Analyst,249.4,Delayed,9.4
3606,15,Lead,254.4,In Progress,7.8
3606,4,Lead,170.3,Delayed,5.69
3607,3,Developer,152.7,Delayed,8.56
3607,5,Manager,169.5,In Progress,7.76
3607,12,QA,359.7,Delayed,7.96
3608,6,Analyst,199.8,Completed,7.02
3608,13,Designer,212.5,Completed,8.05
3609,15,Designer,348.2,Completed,9.5
3610,9,Lead,308.3,Completed,7.03
3611,7,QA,48.9,Completed,7.66
3611,14,QA,308.0,Completed,5.37
3612,1,Designer,236.1,In Progress,6.35
3612,6,Manager,244.9,Completed,6.57
3613,4,Developer,246.5,In Progress,5.23
3613,7,Analyst,313.9,Completed,9.46
3613,13,Developer,190.4,Delayed,6.23
3614,8,Manager,174.6,Delayed,6.24
3615,2,Designer,132.5,Completed,5.25
3616,10,Developer,320.3,In Progress,8.0
3616,15,Coordinator,347.4,In Progress,5.79
3616,3,Manager,68.1,In Progress,9.91
3617,13,Designer,79.9,Delayed,8.41
3617,15,Manager,376.2,In Progress,5.52
3618,12,Analyst,267.9,Completed,8.8
3618,10,Coordinator,48.0,Delayed,6.82
3618,9,Developer,286.5,Delayed,7.52
3619,5,Manager,74.5,In Progress,9.04
3619,7,Designer,138.1,Completed,8.37
3620,5,Developer,215.8,Delayed,5.3
3621,13,QA,87.6,Completed,9.99
3621,6,Designer,148.8,Completed,8.65
3621,11,Coordinator,387.6,Completed,8.41
3622,14,Manager,142.4,In Progress,8.2
3622,11,Developer,130.9,Completed,9.28
3622,15,QA,267.2,Delayed,6.77
3623,5,Coordinator,194.7,Delayed,6.72
3623,14,Coordinator,143.6,Delayed,8.09
3623,4,Manager,228.9,Delayed,7.33
3624,13,Developer,58.4,Completed,7.48
3624,14,Lead,334.5,Completed,9.95
3625,12,Designer,357.6,Completed,7.33
3625,11,Lead,188.0,In Progress,5.94
3625,9,Coordinator,49.2,Completed,8.13
3626,1,QA,254.8,Completed,7.1
3626,5,Analyst,91.0,In Progress,6.95
3627,15,Developer,292.2,Completed,5.93
3627,9,Analyst,376.1,Delayed,8.64
3627,10,Coordinator,247.4,Completed,6.8
3628,4,Designer,306.4,In Progress,9.48
3628,2,QA,179.8,In Progress,7.13
3629,11,Lead,167.4,Completed,7.77
3629,12,Manager,151.6,In Progress,9.51
3630,6,Manager,111.4,Delayed,6.46
3630,8,QA,397.4,Completed,9.74
3631,2,Analyst,219.4,Delayed,6.21
3632,4,Analyst,308.3,Completed,9.99
3632,11,Designer,71.8,Delayed,5.97
3633,8,Coordinator,222.6,Completed,6.54
3633,15,QA,201.6,Completed,8.42
3633,5,Lead,245.4,In Progress,5.51
3634,9,Analyst,210.3,In Progress,5.66
3635,11,Lead,149.8,Delayed,8.39
3636,10,QA,266.2,In Progress,9.89
3636,5,Analyst,289.4,Delayed,7.49
3637,8,Analyst,67.8,Completed,9.53
3637,4,Manager,390.8,In Progress,9.73
3638,11,Analyst,370.7,In Progress,7.67
3638,14,Coordinator,320.7,Delayed,8.04
3639,6,Coordinator,65.8,Delayed,6.87
3639,8,Lead,183.5,Completed,5.39
3639,9,Developer,363.8,In Progress,9.85
3640,14,QA,179.8,In Progress,9.97
3640,1,Developer,257.8,Completed,9.92
3641,4,Manager,203.7,Completed,7.95
3641,9,Coordinator,181.7,Completed,8.64
3641,6,Developer,318.7,Delayed,6.86
3642,9,Lead,240.6,Delayed,9.24
3643,5,Lead,51.4,Completed,7.56
3643,1,Coordinator,128.6,Completed,5.48
3644,15,Manager,212.9,In Progress,6.33
3645,2,Developer,143.5,Completed,8.56
3645,8,Lead,249.6,Delayed,7.84
3645,7,QA,101.1,In Progress,8.78
3646,3,Analyst,206.9,Completed,8.96
3646,12,QA,99.0,Delayed,9.68
3646,9,Developer,377.6,In Progress,5.84
3647,15,Lead,67.2,Completed,5.45
3647,3,Manager,137.7,Delayed,7.88
3647,9,Developer,313.6,In Progress,8.91
3648,2,Developer,168.4,Delayed,7.27
3649,4,Coordinator,305.2,In Progress,9.83
3650,4,Designer,203.5,Completed,8.81
3651,11,Lead,351.6,Completed,9.09
3651,15,Designer,315.7,Delayed,6.88
3651,7,Coordinator,166.1,In Progress,5.53
3652,15,QA,219.4,Completed,8.02
3653,3,Analyst,204.2,Completed,6.55
3654,11,QA,198.9,Delayed,5.12
3654,10,Analyst,317.6,In Progress,5.65
3655,1,Designer,152.5,Delayed,9.59
3655,5,Designer,119.1,Completed,9.06
3655,13,Designer,74.3,Delayed,9.8
3656,6,Designer,273.4,Delayed,6.47
3656,10,Developer,76.3,In Progress,8.73
3656,11,Analyst,358.8,Completed,8.08
3657,12,QA,289.9,Completed,5.37
3657,9,Developer,165.3,In Progress,9.77
3658,8,Designer,194.6,In Progress,5.03
3658,13,Analyst,46.9,Completed,8.72
3658,9,Coordinator,288.5,Completed,8.03
3659,12,Lead,107.5,Completed,5.48
3659,10,QA,277.4,Completed,9.19
3659,1,Manager,156.4,Delayed,9.79
3660,14,Coordinator,152.9,Completed,9.41
3661,11,Coordinator,307.1,Delayed,9.76
3661,2,Designer,351.4,Completed,7.49
3661,5,Lead,362.5,Completed,5.36
3662,3,Coordinator,319.9,In Progress,5.91
3663,4,Manager,115.3,Completed,9.54
3664,4,Manager,185.4,Delayed,7.15
3665,9,Coordinator,236.4,Completed,7.04
3665,5,Designer,220.3,Completed,7.15
3666,10,Designer,332.4,In Progress,5.06
3667,1,Designer,357.4,In Progress,6.65
3667,13,Manager,306.1,Delayed,5.64
3667,8,Lead,121.2,Delayed,7.55
3668,1,Designer,84.7,Delayed,6.36
3668,6,QA,171.3,Completed,5.66
3669,7,Manager,139.9,Delayed,6.15
3669,6,Manager,311.5,Delayed,9.76
3670,9,Developer,399.9,Delayed,8.55
3671,7,Analyst,69.6,Completed,5.74
3672,14,Analyst,248.9,Completed,8.15
3673,1,Designer,322.7,Completed,8.96
3673,2,Developer,130.0,In Progress,9.03
3674,11,QA,173.1,Completed,7.6
3674,3,QA,389.7,Completed,5.58
3675,3,Designer,103.9,Delayed,8.15
3675,15,Manager,64.3,Delayed,8.43
3675,6,Lead,312.0,Completed,5.81
3676,8,Developer,181.2,In Progress,5.94
3677,1,Developer,331.4,Delayed,5.82
3677,12,Coordinator,370.4,Completed,9.44
3678,3,QA,108.3,In Progress,9.74
3678,5,Coordinator,84.9,Delayed,9.93
3678,10,QA,237.4,Completed,5.98
3679,8,QA,297.1,Completed,8.17
3679,7,QA,76.5,Delayed,5.02
3680,4,Manager,93.0,In Progress,5.4
3680,9,Manager,63.9,Delayed,5.91
3680,11,Manager,200.9,Delayed,6.04
3681,10,Analyst,205.3,Delayed,9.14
3681,5,Analyst,333.0,Completed,8.49
3681,11,Analyst,231.5,Delayed,5.25
3682,9,Designer,114.7,Completed,9.9
3682,15,QA,55.7,Completed,5.69
3682,5,QA,249.7,Completed,9.51
3683,13,Analyst,385.0,Completed,9.16
3684,2,Developer,112.6,In Progress,6.52
3685,4,Analyst,76.5,Delayed,8.24
3685,9,Coordinator,361.3,Completed,8.87
3685,5,Manager,252.4,Completed,9.41
3686,2,Manager,301.7,Completed,5.92
3687,4,Designer,197.8,In Progress,7.88
3687,8,Lead,162.0,Completed,6.31
3687,12,QA,98.0,Delayed,6.13
3688,7,Analyst,378.6,In Progress,6.43
3688,1,Developer,325.1,Delayed,7.4
3689,7,Manager,41.6,Completed,7.31
3690,10,Coordinator,119.3,Completed,7.05
3690,11,QA,231.7,Delayed,6.77
3690,9,Manager,211.8,Delayed,6.35
3691,5,Developer,263.8,Completed,8.88
3691,10,Developer,109.8,In Progress,7.91
3692,6,Designer,344.7,Completed,8.38
3692,7,Lead,187.6,Delayed,9.38
3693,15,Analyst,237.8,Delayed,8.22
3693,14,Lead,296.8,Delayed,5.6
3693,10,Manager,293.9,Delayed,6.06
3694,8,Designer,204.4,In Progress,5.78
3694,13,Manager,186.6,Delayed,5.24
3695,15,Analyst,298.5,In Progress,7.09
3696,15,Analyst,84.0,Delayed,9.08
3696,8,Designer,324.1,Delayed,7.17
3697,2,QA,328.9,Delayed,5.66
3698,7,Coordinator,92.5,In Progress,7.99
3699,8,Coordinator,102.0,In Progress,5.24
3699,7,Analyst,48.1,Completed,6.04
3699,5,Manager,256.3,Completed,7.46
3700,10,Manager,114.2,Completed,9.18
3700,5,Designer,325.6,Completed,6.84
3700,3,Lead,346.9,Delayed,8.18
3701,2,Coordinator,78.4,In Progress,7.09
3701,13,Manager,308.1,Completed,5.05
3701,14,Lead,148.2,In Progress,8.4
3702,5,Analyst,346.1,Completed,5.85
3702,9,Lead,212.1,Completed,8.52
3702,3,Coordinator,80.5,Delayed,8.83
3703,9,Analyst,79.6,In Progress,5.64
3703,15,Designer,252.4,Completed,7.98
3703,11,QA,337.6,In Progress,7.18
3704,6,Analyst,69.2,In Progress,7.13
3704,1,Lead,186.6,In Progress,5.6
3705,8,Lead,274.3,Completed,8.14
3705,3,Manager,143.6,In Progress,9.97
3705,4,Lead,349.4,Completed,5.94
3706,3,Lead,384.6,Completed,5.75
3706,7,Coordinator,110.9,Completed,7.25
3706,10,Analyst,198.7,Completed,7.35
3707,3,Analyst,226.9,In Progress,5.48
3707,12,Coordinator,329.6,Completed,8.64
3707,9,Analyst,133.0,Completed,7.22
3708,12,Developer,164.8,Completed,8.29
3708,2,QA,67.4,Completed,8.59
3709,9,Analyst,99.6,Completed,7.99
3710,15,Coordinator,303.5,Completed,8.04
3711,8,Lead,331.1,In Progress,8.04
3711,6,Developer,393.7,In Progress,9.25
3711,14,Manager,336.3,Delayed,6.97
3712,8,Developer,212.1,Delayed,9.46
3712,11,Lead,304.8,In Progress,8.3
3713,14,Manager,350.2,Completed,8.15
3714,3,Developer,345.6,Completed,5.38
3715,4,Analyst,41.9,In Progress,7.16
3715,11,Manager,232.3,Delayed,8.56
3715,13,Manager,153.3,Completed,8.2
3716,4,Manager,99.6,In Progress,7.1
3716,12,Lead,371.8,Delayed,8.99
3716,3,Manager,137.2,In Progress,7.08
3717,13,Designer,369.4,Completed,5.09
3717,1,Coordinator,123.7,Delayed,5.02
3717,14,Designer,154.3,In Progress,7.62
3718,11,Designer,108.0,Completed,6.98
3719,15,Lead,342.6,Delayed,7.71
3719,11,Coordinator,285.0,Completed,6.75
3720,3,Developer,250.0,In Progress,5.15
3721,7,QA,234.0,Delayed,7.99
3721,14,QA,64.7,Delayed,7.56
3721,5,QA,105.5,Completed,7.32
3722,9,QA,185.7,In Progress,6.79
3722,6,Manager,210.8,In Progress,7.43
3723,5,Designer,55.2,In Progress,5.62
3723,13,QA,302.6,Delayed,8.09
3724,6,Analyst,229.1,Delayed,7.56
3724,5,Coordinator,394.4,In Progress,5.0
3724,8,Analyst,266.3,Completed,6.22
3725,1,Lead,231.3,Completed,9.97
3726,9,Manager,299.6,Completed,5.36
3727,4,Lead,199.0,Completed,7.8
3727,11,Lead,241.4,Delayed,8.57
3728,3,Developer,189.8,Completed,5.58
3728,4,Designer,358.9,In Progress,5.64
3729,6,Designer,139.2,Delayed,5.31
3730,2,Analyst,101.1,Completed,8.85
3730,7,Analyst,314.9,Delayed,9.87
3731,13,Manager,392.4,Completed,5.3
3731,2,Designer,371.6,In Progress,5.86
3732,13,Analyst,219.8,Delayed,9.53
3732,14,QA,221.3,In Progress,5.85
3733,2,Analyst,116.5,Delayed,6.31
3733,7,Lead,285.0,In Progress,8.64
3733,9,Developer,355.1,In Progress,9.03
3734,9,Manager,156.2,Delayed,8.36
3734,10,Manager,310.5,Completed,7.55
3734,14,Analyst,356.9,Completed,6.8
3735,7,Manager,54.0,In Progress,7.75
3735,1,Coordinator,137.5,Delayed,7.8
3735,4,Lead,251.0,Delayed,7.63
3736,8,Developer,130.4,Completed,8.87
3736,3,Analyst,82.6,Completed,5.19
3736,10,Designer,55.5,In Progress,6.79
3737,9,Developer,359.0,Completed,7.34
3738,7,Coordinator,131.4,In Progress,8.73
3739,5,Lead,324.9,Delayed,6.61
3739,8,Analyst,189.3,Completed,9.26
3740,15,Coordinator,353.7,In Progress,9.88
3741,8,Designer,253.5,Completed,8.78
3742,5,Designer,42.8,Delayed,7.35
3742,3,Lead,241.0,Delayed,8.76
3742,6,Designer,250.9,Delayed,8.1
3743,8,Developer,334.3,Delayed,9.47
3744,9,Designer,194.6,In Progress,7.8
3744,2,Lead,116.3,Completed,7.28
3745,11,Analyst,179.9,Delayed,5.08
3746,2,Analyst,253.4,Completed,5.86
3746,6,QA,251.6,Completed,6.67
3747,7,Designer,264.6,Delayed,6.7
3748,1,QA,188.1,Completed,8.7
3749,3,Coordinator,369.0,In Progress,9.42
3749,1,Lead,98.9,Delayed,6.91
3749,5,Analyst,147.6,Completed,5.85
3750,7,Designer,249.0,Delayed,7.61
3751,4,Designer,275.3,In Progress,9.94
3751,13,Lead,248.7,In Progress,7.85
3752,2,Designer,327.7,Completed,5.82
3752,11,Developer,119.0,Completed,6.79
3753,14,QA,365.9,In Progress,5.94
3753,12,Designer,341.4,Completed,8.57
3753,5,Coordinator,253.7,Completed,8.68
3754,6,QA,105.7,Delayed,5.42
3754,11,Analyst,302.3,Completed,5.48
3754,13,Coordinator,198.5,Delayed,5.15
3755,5,Analyst,277.5,Delayed,8.5
3755,7,Designer,126.5,Delayed,5.08
3755,9,Developer,212.9,In Progress,8.26
3756,5,QA,340.1,In Progress,6.81
3757,11,Manager,218.6,In Progress,8.52
3757,5,Analyst,138.7,In Progress,7.18
3757,10,QA,137.3,Completed,8.54
3758,8,Lead,194.7,Delayed,6.97
3758,13,Designer,297.1,Completed,6.91
3758,9,QA,189.5,Delayed,5.33
3759,15,Lead,331.7,Completed,7.3
3759,14,Analyst,174.2,Delayed,8.04
3759,12,Lead,288.1,Completed,8.76
3760,5,Lead,318.9,In Progress,9.56
3761,12,Coordinator,344.0,Completed,5.98
3761,2,Manager,311.8,Delayed,9.81
3761,15,Designer,299.2,Delayed,5.82
3762,11,Developer,212.9,Delayed,6.08
3763,4,Analyst,330.6,Completed,5.39
3763,5,Analyst,236.2,Delayed,8.37
3764,3,Manager,99.9,Delayed,8.4
3765,2,Developer,114.1,In Progress,9.54
3765,15,Analyst,120.7,Completed,7.75
3765,11,Coordinator,226.1,In Progress,9.03
3766,14,Analyst,104.5,Completed,5.74
3766,7,Developer,295.5,In Progress,9.18
3766,10,Lead,310.9,Delayed,7.13
3767,11,Lead,179.4,Delayed,5.9
3767,13,Developer,238.2,In Progress,6.88
3768,4,Manager,263.4,Delayed,5.25
3769,9,Lead,215.5,Completed,8.98
3770,2,Manager,116.5,Delayed,9.3
3770,6,Analyst,341.6,Delayed,5.41
3771,9,Manager,134.4,Completed,7.49
3771,2,Developer,309.8,In Progress,6.2
3772,10,Coordinator,277.0,In Progress,6.16
3772,14,Lead,262.7,Delayed,7.37
3773,13,Analyst,369.8,Delayed,8.07
3773,5,QA,85.0,Delayed,9.87
3773,15,Developer,298.7,Delayed,7.61
3774,2,Manager,65.7,Completed,7.05
3774,7,Analyst,257.1,Delayed,9.8
3775,12,Coordinator,226.7,Completed,9.91
3775,8,Analyst,69.2,Delayed,5.48
3776,13,Designer,321.7,Completed,6.87
3776,12,Lead,161.1,Delayed,7.36
3776,11,Coordinator,57.9,Delayed,9.22
3777,15,Coordinator,373.8,In Progress,8.44
3778,13,Analyst,304.8,In Progress,6.31
3779,8,QA,144.6,Delayed,6.36
3779,5,Analyst,147.4,In Progress,8.0
3779,7,Designer,371.5,Completed,8.29
3780,7,QA,320.5,Delayed,8.95
3780,15,Coordinator,69.0,Completed,6.47
3781,1,Designer,281.7,Delayed,7.25
3782,4,Analyst,288.4,Completed,6.19
3783,13,Designer,69.8,Delayed,7.2
3784,10,Developer,115.6,In Progress,8.7
3784,8,Coordinator,134.6,Completed,7.29
3784,13,Manager,262.2,Delayed,5.22
3785,12,QA,171.0,Completed,7.99
3785,10,Coordinator,344.8,In Progress,6.82
3785,9,Developer,323.3,Completed,10.0
3786,2,Designer,362.9,Delayed,7.07
3787,1,Analyst,389.5,Delayed,8.74
3788,13,Designer,346.5,Completed,9.03
3789,4,QA,275.2,Delayed,9.08
3789,13,Developer,200.0,In Progress,7.14
3789,10,Manager,262.0,In Progress,5.46
3790,1,Coordinator,301.4,In Progress,7.99
3791,12,Manager,255.5,Completed,9.18
3792,8,Designer,210.3,In Progress,6.45
3792,1,Designer,98.5,Completed,9.32
3793,13,Lead,266.0,Completed,6.67
3793,6,Analyst,129.7,In Progress,5.7
3793,9,Developer,83.6,Completed,9.65
3794,1,Developer,308.9,Delayed,8.31
3794,6,Analyst,114.0,Delayed,8.28
3794,5,Manager,120.0,Completed,7.61
3795,1,Analyst,370.2,In Progress,9.43
3795,7,Analyst,307.3,In Progress,5.92
3795,4,Designer,71.0,Delayed,7.85
3796,11,Designer,399.0,In Progress,6.8
3796,12,Manager,338.0,Completed,7.63
3796,14,Analyst,125.7,Delayed,9.67
3797,11,Manager,133.9,Delayed,9.02
3797,7,Analyst,60.3,Delayed,8.31
3797,13,Lead,318.9,In Progress,8.37
3798,14,Lead,339.0,Delayed,7.11
3798,2,Designer,58.6,In Progress,8.97
3799,11,Developer,123.6,Completed,7.16
3799,9,Manager,74.4,In Progress,6.27
3800,5,Developer,161.4,Delayed,8.74
3800,12,Coordinator,150.9,Delayed,9.05
3800,11,Manager,224.3,Delayed,7.55
3801,7,Manager,297.3,In Progress,9.08
3801,3,Manager,322.8,In Progress,9.72
3802,12,Manager,137.3,Completed,8.65
3802,9,QA,77.2,Completed,5.01
3802,11,QA,126.5,In Progress,6.53
3803,12,Designer,136.3,Completed,6.27
3803,6,Lead,226.9,Completed,8.02
3804,2,Coordinator,365.5,Delayed,6.42
3804,15,Manager,48.0,Completed,6.87
3804,1,QA,283.3,Completed,9.62
3805,4,Manager,389.6,Delayed,7.15
3806,7,Developer,43.5,In Progress,7.19
3806,10,Analyst,264.8,In Progress,7.21
3806,3,Developer,273.5,Completed,6.13
3807,10,Analyst,238.7,Delayed,8.55
3807,12,Lead,353.9,In Progress,9.22
3807,1,Lead,93.6,In Progress,7.71
3808,6,Designer,53.9,Delayed,5.91
3808,8,Manager,372.4,Delayed,7.44
3808,5,Developer,228.1,In Progress,7.67
3809,3,Designer,96.0,In Progress,5.19
3809,7,Manager,343.2,Delayed,8.98
3810,5,Designer,388.7,Completed,8.95
3810,13,Lead,264.4,In Progress,7.22
3810,8,Coordinator,140.7,Completed,6.63
3811,10,Coordinator,229.4,Delayed,9.11
3811,15,Analyst,62.5,In Progress,9.18
3811,4,Lead,156.4,Delayed,7.94
3812,15,Developer,395.4,In Progress,9.45
3813,5,Analyst,282.4,Completed,8.43
3813,12,Coordinator,399.0,Delayed,5.35
3813,13,Coordinator,220.6,Completed,9.38
3814,9,Coordinator,244.0,In Progress,6.73
3815,10,Developer,230.5,In Progress,6.72
3816,5,Manager,93.8,In Progress,6.12
3816,11,Developer,147.0,Delayed,7.7
3816,10,Lead,306.7,Completed,8.2
3817,6,QA,75.7,Delayed,6.21
3818,10,QA,266.0,In Progress,5.64
3819,8,Developer,54.5,Delayed,8.5
3820,1,Analyst,81.6,In Progress,8.66
3820,5,Designer,331.9,Delayed,8.29
3820,10,Manager,336.8,In Progress,9.72
3821,1,Designer,184.4,In Progress,8.73
3821,12,Analyst,232.8,Delayed,5.25
3821,10,QA,206.1,Completed,6.4
3822,7,QA,368.3,Completed,6.55
3822,4,Lead,60.9,Delayed,8.47
3823,13,Analyst,183.5,In Progress,6.74
3824,8,QA,101.3,Completed,9.49
3824,1,Developer,358.8,In Progress,8.12
3824,15,Developer,100.0,In Progress,9.6
3825,15,Analyst,115.1,Completed,9.26
3826,13,Designer,332.8,In Progress,9.82
3826,5,Manager,276.1,In Progress,9.53
3827,6,QA,349.3,In Progress,7.11
3827,3,Coordinator,252.3,Completed,7.59
3828,6,Developer,159.3,Completed,8.88
3828,1,Analyst,100.1,Completed,7.94
3828,5,Lead,42.9,In Progress,6.28
3829,13,Coordinator,220.5,Delayed,7.34
3829,11,Coordinator,297.1,Completed,7.22
3829,12,Lead,137.5,In Progress,7.66
3830,9,Lead,285.0,In Progress,7.09
3830,4,QA,387.0,In Progress,8.22
3830,10,Lead,61.7,In Progress,7.8
3831,9,Lead,138.9,Completed,8.04
3831,11,Developer,133.0,In Progress,7.21
3831,7,QA,250.8,Completed,9.62
3832,15,Analyst,369.1,Completed,6.13
3832,5,Manager,242.6,In Progress,9.0
3833,15,Designer,266.8,Completed,7.48
3833,14,Manager,209.4,Delayed,9.09
3834,10,Developer,90.5,In Progress,8.3
3834,7,Analyst,180.8,Completed,9.48
3835,8,QA,298.6,In Progress,8.02
3835,14,QA,138.8,Delayed,8.21
3836,7,Manager,136.2,In Progress,9.57
3836,5,Lead,170.0,In Progress,7.38
3837,10,Developer,304.0,In Progress,9.96
3838,13,Developer,170.3,Completed,5.02
3839,1,Developer,69.4,Delayed,9.36
3839,15,Manager,188.8,Delayed,8.06
3840,14,QA,385.4,In Progress,5.42
3840,2,Developer,141.0,Completed,9.34
3841,6,Analyst,163.5,In Progress,7.35
3841,2,Manager,159.3,Delayed,5.63
3842,11,Coordinator,215.1,Delayed,9.53
3843,3,Coordinator,125.4,Completed,9.8
3844,12,Lead,156.8,In Progress,8.85
3845,6,Analyst,302.6,Delayed,5.47
3845,4,Manager,91.3,Completed,6.57
3846,11,Developer,329.4,In Progress,6.68
3846,5,Analyst,104.4,Delayed,7.99
3847,8,Designer,336.8,In Progress,7.14
3848,8,Lead,292.6,In Progress,6.1
3848,13,QA,269.5,Delayed,6.73
3849,15,Analyst,150.6,Delayed,6.18
3849,3,Developer,318.7,Completed,7.65
3849,9,Analyst,116.9,In Progress,7.94
3850,7,Designer,221.9,Completed,8.19
3851,3,Developer,195.2,In Progress,7.41
3851,11,Developer,53.2,Delayed,6.76
3851,5,QA,385.3,In Progress,9.76
3852,13,Developer,231.7,Completed,7.41
3852,10,Manager,116.9,Completed,9.86
3852,7,Designer,228.4,Delayed,5.2
3853,14,Lead,319.8,In Progress,6.04
3854,13,QA,326.5,Completed,8.59
3854,5,Manager,390.1,Completed,5.63
3855,11,Designer,199.7,Completed,8.19
3855,5,Coordinator,173.4,Delayed,9.26
3855,15,Developer,344.8,Delayed,8.92
3856,15,Analyst,132.8,In Progress,5.62
3856,11,Manager,212.5,Delayed,8.94
3856,3,Coordinator,136.3,In Progress,7.07
3857,15,Designer,347.7,In Progress,6.33
3858,11,Analyst,337.1,In Progress,7.1
3858,13,Lead,192.0,In Progress,6.79
3859,7,Manager,101.7,Delayed,5.51
3859,13,Developer,132.8,In Progress,5.95
3860,1,Coordinator,203.9,Delayed,8.69
3860,2,Manager,99.6,Delayed,7.84
3861,2,Lead,134.8,Delayed,6.39
3861,3,Developer,130.9,Delayed,6.47
3862,12,Lead,263.7,Completed,7.19
3862,3,Manager,155.0,Delayed,6.64
3863,5,Lead,249.2,Delayed,6.95
3864,3,Coordinator,147.2,In Progress,5.58
