EmployeeID,TrainingID,EnrollDate,CompletionDate,CompletionStatus,AssessmentScore
3860,6,2023-09-19,2023-10-19,Completed,80.9
3860,5,2023-09-06,2023-10-06,Completed,58.74
3860,7,2023-04-18,2023-05-18,Completed,95.19
3860,9,2023-11-18,2023-12-18,Completed,59.33
3861,1,2023-01-04,2023-02-03,Completed,85.3
3862,10,2023-07-19,2023-08-18,Completed,92.32
3862,7,2023-08-17,,In Progress,0.0
3862,1,2023-12-15,,In Progress,0.0
3862,2,2023-10-05,2023-11-04,Completed,67.41
3863,6,2023-12-23,2024-01-22,Completed,77.8
3864,3,2023-02-05,2023-03-07,Completed,83.55
3865,2,2023-09-24,2023-10-24,Completed,96.21
3865,3,2023-01-01,2023-01-31,Completed,98.75
3865,9,2023-01-06,2023-02-05,Completed,71.58
3865,5,2023-05-20,2023-06-19,Completed,95.77
3866,2,2023-01-13,2023-02-12,Completed,56.81
3867,9,2023-10-25,2023-11-24,Completed,67.15
3867,3,2023-12-22,2024-01-21,Completed,96.9
3867,10,2023-04-23,,In Progress,0.0
3868,8,2023-04-13,2023-05-13,Completed,95.89
3868,1,2023-04-16,2023-05-16,Completed,58.65
3868,5,2023-03-18,2023-04-17,Completed,96.11
3869,7,2023-01-08,2023-02-07,Completed,95.31
3869,8,2023-09-25,,In Progress,0.0
3869,1,2023-08-19,2023-09-18,Completed,71.32
3870,4,2023-09-09,2023-10-09,Completed,71.3
3871,4,2023-11-09,2023-12-09,Completed,75.03
3872,8,2023-11-23,2023-12-23,Completed,69.22
3872,3,2023-10-24,2023-11-23,Completed,80.54
3873,3,2023-02-19,2023-03-21,Completed,71.68
3873,5,2023-01-12,,Dropped,0.0
3873,2,2023-06-11,2023-07-11,Completed,71.22
3873,6,2023-09-24,2023-10-24,Completed,56.38
3874,10,2023-04-03,2023-05-03,Completed,56.54
3874,5,2023-04-14,2023-05-14,Completed,64.7
3874,2,2023-11-10,2023-12-10,Completed,58.79
3874,3,2023-12-27,2024-01-26,Completed,63.32
3875,1,2023-05-24,2023-06-23,Completed,96.27
3875,4,2023-08-03,2023-09-02,Completed,97.65
3876,6,2023-07-23,2023-08-22,Completed,76.23
3877,3,2023-04-27,2023-05-27,Completed,66.52
3878,7,2023-12-11,,Dropped,0.0
3878,8,2023-04-10,2023-05-10,Completed,88.32
3878,3,2023-01-24,2023-02-23,Completed,89.81
3879,3,2023-07-19,2023-08-18,Completed,58.34
3879,5,2023-01-03,2023-02-02,Completed,75.72
3880,10,2023-02-21,2023-03-23,Completed,78.36
3880,4,2023-05-10,2023-06-09,Completed,55.25
3880,2,2023-09-01,2023-10-01,Completed,68.85
3880,8,2023-11-04,,In Progress,0.0
3881,4,2023-10-01,,In Progress,0.0
3881,6,2023-02-24,2023-03-26,Completed,77.42
3882,2,2023-08-19,2023-09-18,Completed,90.29
3882,6,2023-08-18,2023-09-17,Completed,65.99
3883,10,2023-01-10,2023-02-09,Completed,64.77
3883,3,2023-08-14,2023-09-13,Completed,70.27
3883,4,2023-11-13,,In Progress,0.0
3884,10,2023-01-20,,In Progress,0.0
3884,6,2023-04-19,2023-05-19,Completed,69.4
3885,3,2023-10-15,2023-11-14,Completed,76.35
3886,6,2023-05-12,,In Progress,0.0
3886,5,2023-11-08,2023-12-08,Completed,67.08
3886,1,2023-08-11,,Dropped,0.0
3887,8,2023-10-10,2023-11-09,Completed,77.94
3887,6,2023-07-06,2023-08-05,Completed,60.61
3887,9,2023-10-22,2023-11-21,Completed,98.11
3887,7,2023-07-17,2023-08-16,Completed,63.91
3888,10,2023-11-14,2023-12-14,Completed,98.29
3888,2,2023-03-24,,In Progress,0.0
3888,3,2023-08-21,,Dropped,0.0
3888,6,2023-11-05,,Dropped,0.0
3889,7,2023-06-27,,In Progress,0.0
3889,10,2023-02-01,2023-03-03,Completed,74.6
3889,6,2023-11-15,2023-12-15,Completed,62.7
3890,5,2023-08-11,2023-09-10,Completed,60.79
3890,3,2023-08-23,,Dropped,0.0
3890,10,2023-07-21,2023-08-20,Completed,89.68
3890,2,2023-02-10,2023-03-12,Completed,88.45
3891,1,2023-09-12,2023-10-12,Completed,58.62
3891,7,2023-09-19,,Dropped,0.0
3891,3,2023-12-25,,In Progress,0.0
3891,6,2023-12-24,2024-01-23,Completed,56.26
3892,2,2023-08-18,2023-09-17,Completed,98.44
3893,9,2023-03-08,2023-04-07,Completed,66.1
3894,8,2023-01-22,2023-02-21,Completed,67.47
3894,4,2023-01-18,2023-02-17,Completed,96.78
3895,1,2023-11-14,2023-12-14,Completed,81.48
3895,5,2023-08-18,2023-09-17,Completed,95.87
3895,2,2023-08-20,2023-09-19,Completed,96.41
3895,10,2023-05-17,2023-06-16,Completed,82.06
3896,4,2023-10-07,2023-11-06,Completed,65.17
3896,1,2023-12-13,2024-01-12,Completed,57.11
3896,6,2023-08-05,2023-09-04,Completed,96.17
3896,5,2023-10-08,2023-11-07,Completed,76.29
3897,7,2023-11-24,2023-12-24,Completed,64.16
3897,10,2023-04-17,2023-05-17,Completed,60.69
3897,9,2023-08-02,2023-09-01,Completed,65.95
3897,6,2023-11-01,2023-12-01,Completed,69.35
3898,4,2023-12-06,,In Progress,0.0
3898,7,2023-11-23,,Dropped,0.0
3898,8,2023-11-26,,In Progress,0.0
3898,5,2023-06-21,2023-07-21,Completed,86.06
3899,5,2023-10-25,,In Progress,0.0
3899,6,2023-03-10,2023-04-09,Completed,98.7
3900,1,2023-04-27,,Dropped,0.0
3900,9,2023-06-27,,In Progress,0.0
3900,6,2023-01-18,2023-02-17,Completed,73.46
3900,7,2023-02-06,2023-03-08,Completed,66.65
3901,7,2023-07-14,2023-08-13,Completed,64.5
3901,4,2023-04-06,2023-05-06,Completed,96.62
3902,3,2023-11-12,,In Progress,0.0
3902,5,2023-09-09,,In Progress,0.0
3902,8,2023-06-11,2023-07-11,Completed,78.58
3903,1,2023-10-25,2023-11-24,Completed,79.45
3903,4,2023-04-05,2023-05-05,Completed,57.43
3903,10,2023-02-20,2023-03-22,Completed,59.43
3903,5,2023-01-02,2023-02-01,Completed,94.68
3904,4,2023-10-14,2023-11-13,Completed,57.21
3905,10,2023-01-03,2023-02-02,Completed,59.85
3905,7,2023-10-15,2023-11-14,Completed,83.15
3906,6,2023-01-03,2023-02-02,Completed,91.95
3906,1,2023-10-12,2023-11-11,Completed,64.54
3907,8,2023-07-12,,Dropped,0.0
3907,3,2023-06-19,2023-07-19,Completed,71.12
3907,2,2023-05-21,2023-06-20,Completed,89.11
3907,5,2023-04-20,2023-05-20,Completed,94.45
3908,5,2023-08-18,,In Progress,0.0
3908,2,2023-09-07,,In Progress,0.0
3908,4,2023-05-12,,Dropped,0.0
3908,1,2023-09-18,,In Progress,0.0
3909,3,2023-04-19,2023-05-19,Completed,95.84
3909,1,2023-04-12,,Dropped,0.0
3909,6,2023-11-23,2023-12-23,Completed,95.01
3910,6,2023-03-23,2023-04-22,Completed,57.61
3910,4,2023-11-07,,In Progress,0.0
3910,10,2023-02-24,,Dropped,0.0
3910,5,2023-12-13,2024-01-12,Completed,55.3
3911,5,2023-12-01,,In Progress,0.0
3911,2,2023-12-19,,In Progress,0.0
3911,8,2023-04-26,,In Progress,0.0
3911,10,2023-06-05,,In Progress,0.0
3912,10,2023-08-14,2023-09-13,Completed,67.03
3912,9,2023-09-01,,In Progress,0.0
3913,2,2023-09-14,2023-10-14,Completed,68.83
3913,10,2023-09-18,,Dropped,0.0
3913,8,2023-03-25,,In Progress,0.0
3913,1,2023-06-24,2023-07-24,Completed,68.24
3914,1,2023-04-08,,In Progress,0.0
3914,9,2023-06-01,2023-07-01,Completed,90.6
3914,8,2023-06-19,2023-07-19,Completed,79.92
3914,5,2023-09-17,,Dropped,0.0
3915,10,2023-09-23,2023-10-23,Completed,55.18
3916,4,2023-08-17,2023-09-16,Completed,92.51
3916,3,2023-05-26,2023-06-25,Completed,58.93
3916,8,2023-10-03,2023-11-02,Completed,82.0
3916,1,2023-01-01,2023-01-31,Completed,58.79
3917,8,2023-06-24,2023-07-24,Completed,62.05
3918,1,2023-02-08,2023-03-10,Completed,88.47
3918,6,2023-12-23,2024-01-22,Completed,75.87
3919,9,2023-01-15,2023-02-14,Completed,71.2
3920,10,2023-05-12,2023-06-11,Completed,55.1
3920,8,2023-03-09,2023-04-08,Completed,81.22
3920,5,2023-06-26,2023-07-26,Completed,60.92
3921,9,2023-08-24,2023-09-23,Completed,65.87
3921,2,2023-03-23,2023-04-22,Completed,56.91
3921,4,2023-06-02,,Dropped,0.0
3922,2,2023-08-11,2023-09-10,Completed,79.77
3923,4,2023-11-13,2023-12-13,Completed,69.26
3923,6,2023-02-22,2023-03-24,Completed,78.09
3923,2,2023-07-23,2023-08-22,Completed,71.67
3923,1,2023-11-14,2023-12-14,Completed,93.77
3924,3,2023-07-26,,In Progress,0.0
3924,6,2023-02-27,2023-03-29,Completed,75.46
3924,4,2023-05-18,2023-06-17,Completed,69.85
3925,6,2023-12-13,2024-01-12,Completed,65.05
3925,9,2023-02-03,,In Progress,0.0
3925,8,2023-05-27,2023-06-26,Completed,67.68
3926,8,2023-08-09,2023-09-08,Completed,69.87
3926,2,2023-12-02,2024-01-01,Completed,87.58
3927,4,2023-09-15,2023-10-15,Completed,96.49
3927,10,2023-05-13,2023-06-12,Completed,71.88
3928,7,2023-12-02,2024-01-01,Completed,67.37
3928,6,2023-10-27,2023-11-26,Completed,70.57
3928,4,2023-11-26,2023-12-26,Completed,62.41
3928,10,2023-04-20,,In Progress,0.0
3929,9,2023-01-11,2023-02-10,Completed,92.84
3929,10,2023-05-21,2023-06-20,Completed,95.76
3930,3,2023-08-22,,In Progress,0.0
3931,5,2023-01-08,2023-02-07,Completed,63.41
3931,3,2023-03-21,2023-04-20,Completed,81.35
3932,10,2023-03-27,2023-04-26,Completed,81.75
3932,6,2023-09-23,2023-10-23,Completed,80.21
3932,4,2023-09-09,2023-10-09,Completed,98.7
3932,8,2023-03-14,2023-04-13,Completed,57.19
3933,5,2023-01-07,2023-02-06,Completed,56.33
3934,7,2023-11-16,2023-12-16,Completed,56.96
3934,8,2023-09-23,,In Progress,0.0
3934,9,2023-01-24,2023-02-23,Completed,72.96
3934,5,2023-11-20,2023-12-20,Completed,99.14
3935,2,2023-09-04,,In Progress,0.0
3935,8,2023-06-14,2023-07-14,Completed,58.51
3936,2,2023-08-26,2023-09-25,Completed,78.87
3936,9,2023-10-02,2023-11-01,Completed,78.28
3936,7,2023-12-24,2024-01-23,Completed,60.66
3937,6,2023-10-23,2023-11-22,Completed,84.63
3937,9,2023-08-07,2023-09-06,Completed,90.93
3938,6,2023-10-08,2023-11-07,Completed,97.55
3939,6,2023-04-19,2023-05-19,Completed,93.78
3939,2,2023-08-12,2023-09-11,Completed,88.6
3940,7,2023-05-25,2023-06-24,Completed,96.45
3941,4,2023-12-24,,In Progress,0.0
3941,8,2023-09-25,2023-10-25,Completed,66.15
3942,1,2023-11-06,,Dropped,0.0
3943,3,2023-02-27,,In Progress,0.0
3943,10,2023-11-20,,In Progress,0.0
3943,8,2023-03-04,,Dropped,0.0
3944,5,2023-06-10,2023-07-10,Completed,77.1
3944,2,2023-07-06,,Dropped,0.0
3945,1,2023-04-11,2023-05-11,Completed,75.34
3945,2,2023-01-11,2023-02-10,Completed,87.84
3945,10,2023-10-22,,In Progress,0.0
3945,5,2023-01-09,2023-02-08,Completed,97.07
3946,9,2023-11-15,,Dropped,0.0
3946,6,2023-07-16,2023-08-15,Completed,62.88
3946,8,2023-09-25,2023-10-25,Completed,73.8
3946,4,2023-02-06,2023-03-08,Completed,99.89
3947,7,2023-10-24,2023-11-23,Completed,56.87
3948,10,2023-08-26,,Dropped,0.0
3948,9,2023-12-03,,In Progress,0.0
3949,9,2023-08-09,2023-09-08,Completed,90.44
3949,1,2023-06-23,,In Progress,0.0
3949,10,2023-09-25,,In Progress,0.0
3950,9,2023-09-24,2023-10-24,Completed,98.82
3950,2,2023-12-16,,Dropped,0.0
3951,10,2023-01-27,2023-02-26,Completed,99.0
3951,4,2023-01-23,,In Progress,0.0
3952,1,2023-02-03,,In Progress,0.0
3952,10,2023-10-19,,Dropped,0.0
3952,6,2023-10-17,,In Progress,0.0
3953,8,2023-06-17,2023-07-17,Completed,93.12
3953,2,2023-06-14,,In Progress,0.0
3954,3,2023-09-22,2023-10-22,Completed,70.07
3954,5,2023-08-04,2023-09-03,Completed,64.59
3954,10,2023-06-10,2023-07-10,Completed,84.46
3954,7,2023-05-05,,In Progress,0.0
3955,6,2023-07-10,,In Progress,0.0
3956,1,2023-07-09,2023-08-08,Completed,97.85
3956,3,2023-10-02,2023-11-01,Completed,61.39
3957,3,2023-02-17,2023-03-19,Completed,91.1
3957,5,2023-07-23,2023-08-22,Completed,55.41
3958,1,2023-04-16,2023-05-16,Completed,76.74
3958,5,2023-07-27,2023-08-26,Completed,74.07
3959,6,2023-04-02,2023-05-02,Completed,65.16
3959,9,2023-01-15,2023-02-14,Completed,70.08
3959,2,2023-12-03,2024-01-02,Completed,69.14
3960,2,2023-12-25,2024-01-24,Completed,60.4
3960,4,2023-12-08,2024-01-07,Completed,60.98
3960,10,2023-09-13,,In Progress,0.0
3961,5,2023-09-25,,Dropped,0.0
3962,3,2023-06-18,,In Progress,0.0
3962,8,2023-01-13,2023-02-12,Completed,62.49
3962,4,2023-04-03,,In Progress,0.0
3962,5,2023-02-18,,In Progress,0.0
3963,8,2023-07-14,2023-08-13,Completed,90.87
3963,3,2023-03-06,2023-04-05,Completed,82.79
3963,5,2023-04-21,2023-05-21,Completed,83.92
3964,8,2023-06-23,2023-07-23,Completed,73.76
3964,6,2023-09-06,,Dropped,0.0
3964,5,2023-09-06,2023-10-06,Completed,61.57
3964,4,2023-02-10,2023-03-12,Completed,77.2
3965,10,2023-04-27,,Dropped,0.0
3965,2,2023-03-06,2023-04-05,Completed,99.14
3966,2,2023-03-21,2023-04-20,Completed,87.69
3967,8,2023-07-22,2023-08-21,Completed,61.07
3967,1,2023-10-22,,In Progress,0.0
3967,4,2023-03-11,2023-04-10,Completed,99.06
3967,6,2023-08-14,,In Progress,0.0
3968,4,2023-01-01,2023-01-31,Completed,73.53
3968,8,2023-11-26,2023-12-26,Completed,67.24
3968,7,2023-10-13,2023-11-12,Completed,89.96
3969,10,2023-05-12,2023-06-11,Completed,60.64
3970,7,2023-06-10,,In Progress,0.0
3970,8,2023-02-25,2023-03-27,Completed,76.77
3970,3,2023-12-24,2024-01-23,Completed,93.7
3971,1,2023-09-13,2023-10-13,Completed,65.3
3971,10,2023-10-04,2023-11-03,Completed,80.23
3971,6,2023-05-14,,In Progress,0.0
3971,5,2023-09-08,,In Progress,0.0
3972,5,2023-03-19,2023-04-18,Completed,57.0
3972,9,2023-11-22,2023-12-22,Completed,69.77
3973,2,2023-08-12,,Dropped,0.0
3973,4,2023-07-11,,In Progress,0.0
3974,5,2023-11-26,2023-12-26,Completed,77.76
3974,4,2023-10-03,2023-11-02,Completed,59.57
3975,6,2023-11-22,2023-12-22,Completed,75.85
3976,9,2023-06-22,2023-07-22,Completed,90.15
3977,3,2023-08-05,,Dropped,0.0
3978,10,2023-02-07,2023-03-09,Completed,71.27
3978,8,2023-09-09,,Dropped,0.0
3979,2,2023-09-11,2023-10-11,Completed,92.8
3979,9,2023-11-21,2023-12-21,Completed,65.9
3979,1,2023-03-11,2023-04-10,Completed,68.97
3979,7,2023-07-07,2023-08-06,Completed,89.92
3980,6,2023-08-04,2023-09-03,Completed,82.13
3980,5,2023-05-19,2023-06-18,Completed,82.07
3981,3,2023-02-24,2023-03-26,Completed,61.87
3982,5,2023-09-09,2023-10-09,Completed,62.14
3983,5,2023-11-11,2023-12-11,Completed,96.2
3983,10,2023-11-15,2023-12-15,Completed,67.58
3984,3,2023-07-15,2023-08-14,Completed,57.33
3984,1,2023-08-15,2023-09-14,Completed,66.82
3985,1,2023-01-22,2023-02-21,Completed,64.73
3986,6,2023-09-06,2023-10-06,Completed,65.42
3986,1,2023-07-04,,Dropped,0.0
3986,2,2023-02-16,,Dropped,0.0
3986,8,2023-09-13,2023-10-13,Completed,77.23
3987,10,2023-09-08,2023-10-08,Completed,72.62
3988,4,2023-12-19,2024-01-18,Completed,77.36
3989,1,2023-07-25,2023-08-24,Completed,86.43
3990,9,2023-12-20,2024-01-19,Completed,95.86
3991,10,2023-04-25,2023-05-25,Completed,81.57
3992,7,2023-12-13,,In Progress,0.0
3992,5,2023-04-21,2023-05-21,Completed,80.01
3992,8,2023-07-15,,In Progress,0.0
3992,1,2023-02-18,2023-03-20,Completed,99.84
3993,10,2023-01-02,2023-02-01,Completed,57.64
3994,3,2023-08-26,2023-09-25,Completed,58.87
3995,5,2023-08-01,2023-08-31,Completed,55.22
3995,3,2023-01-17,2023-02-16,Completed,92.08
3996,1,2023-04-15,2023-05-15,Completed,91.52
3997,5,2023-12-06,2024-01-05,Completed,77.37
3997,3,2023-08-25,2023-09-24,Completed,99.06
3997,6,2023-10-08,2023-11-07,Completed,67.26
3997,7,2023-11-01,2023-12-01,Completed,87.14
3998,8,2023-06-03,2023-07-03,Completed,73.43
3998,6,2023-10-26,2023-11-25,Completed,77.68
3999,5,2023-10-27,2023-11-26,Completed,77.17
3999,1,2023-02-22,2023-03-24,Completed,91.42
4000,2,2023-11-16,,In Progress,0.0
4000,4,2023-05-15,2023-06-14,Completed,94.45
4000,9,2023-02-12,2023-03-14,Completed,95.83
4000,3,2023-07-21,2023-08-20,Completed,61.21
4001,5,2023-09-27,,Dropped,0.0
4001,4,2023-12-22,2024-01-21,Completed,59.15
4001,6,2023-07-15,2023-08-14,Completed,97.02
4002,8,2023-06-11,2023-07-11,Completed,83.74
4002,7,2023-08-08,2023-09-07,Completed,68.79
4002,5,2023-02-24,2023-03-26,Completed,58.94
4003,5,2023-02-08,,Dropped,0.0
4003,3,2023-06-06,,In Progress,0.0
4003,6,2023-03-02,2023-04-01,Completed,60.49
4004,4,2023-04-07,,Dropped,0.0
4004,3,2023-11-14,2023-12-14,Completed,72.63
4005,10,2023-08-09,,In Progress,0.0
4005,6,2023-05-09,2023-06-08,Completed,61.24
4006,6,2023-08-02,2023-09-01,Completed,95.21
4007,7,2023-01-07,2023-02-06,Completed,60.51
4007,1,2023-05-13,2023-06-12,Completed,85.0
4007,2,2023-09-18,2023-10-18,Completed,62.89
4008,10,2023-11-18,2023-12-18,Completed,91.3
4008,5,2023-01-22,2023-02-21,Completed,87.78
4009,1,2023-05-19,,In Progress,0.0
4009,4,2023-06-18,,In Progress,0.0
4009,5,2023-04-16,2023-05-16,Completed,90.53
4009,8,2023-03-23,2023-04-22,Completed,57.03
4010,7,2023-07-25,2023-08-24,Completed,99.51
4010,1,2023-11-02,2023-12-02,Completed,95.46
4011,2,2023-04-11,2023-05-11,Completed,84.25
4011,4,2023-01-09,2023-02-08,Completed,79.96
4011,8,2023-02-05,,In Progress,0.0
4011,5,2023-11-26,2023-12-26,Completed,59.16
4012,6,2023-01-12,2023-02-11,Completed,63.04
4012,7,2023-07-26,,In Progress,0.0
4013,2,2023-01-20,2023-02-19,Completed,84.7
4013,1,2023-05-03,2023-06-02,Completed,74.8
4013,10,2023-04-15,2023-05-15,Completed,91.15
4013,5,2023-11-11,2023-12-11,Completed,68.67
4014,4,2023-06-22,2023-07-22,Completed,84.91
4014,8,2023-02-12,,Dropped,0.0
4015,7,2023-08-08,,In Progress,0.0
4015,2,2023-09-20,2023-10-20,Completed,79.31
4016,8,2023-01-09,2023-02-08,Completed,82.66
4016,2,2023-02-05,,Dropped,0.0
4016,9,2023-03-04,2023-04-03,Completed,55.05
4017,1,2023-11-19,,In Progress,0.0
4018,2,2023-12-18,2024-01-17,Completed,77.78
4019,10,2023-11-10,2023-12-10,Completed,61.19
4020,1,2023-01-15,2023-02-14,Completed,74.18
4020,7,2023-10-09,2023-11-08,Completed,85.8
4021,4,2023-03-05,2023-04-04,Completed,97.23
4022,9,2023-01-02,2023-02-01,Completed,83.31
4022,3,2023-02-20,2023-03-22,Completed,80.86
4022,2,2023-03-22,2023-04-21,Completed,98.46
4023,1,2023-06-09,2023-07-09,Completed,69.16
4023,7,2023-02-03,2023-03-05,Completed,60.74
4023,9,2023-04-16,2023-05-16,Completed,66.53
4023,8,2023-05-26,,Dropped,0.0
4024,7,2023-10-06,,In Progress,0.0
4025,1,2023-11-03,,Dropped,0.0
4025,2,2023-09-11,,In Progress,0.0
4025,4,2023-10-21,,In Progress,0.0
4026,4,2023-05-10,2023-06-09,Completed,88.9
4027,9,2023-04-23,2023-05-23,Completed,95.15
4027,8,2023-05-04,2023-06-03,Completed,79.09
4028,1,2023-01-23,2023-02-22,Completed,99.58
4029,1,2023-03-05,2023-04-04,Completed,81.1
4029,6,2023-10-13,,In Progress,0.0
4029,5,2023-10-27,,Dropped,0.0
4029,7,2023-11-11,2023-12-11,Completed,63.85
4030,1,2023-10-04,2023-11-03,Completed,60.41
4030,2,2023-06-19,2023-07-19,Completed,71.27
4031,3,2023-04-09,2023-05-09,Completed,86.76
4031,5,2023-11-21,2023-12-21,Completed,98.65
4032,9,2023-08-05,,In Progress,0.0
4032,10,2023-02-26,2023-03-28,Completed,57.12
4033,3,2023-08-26,2023-09-25,Completed,84.95
4034,3,2023-09-20,2023-10-20,Completed,70.16
4034,2,2023-07-27,2023-08-26,Completed,96.94
4034,7,2023-12-14,,In Progress,0.0
4034,10,2023-06-06,2023-07-06,Completed,56.14
4035,7,2023-10-13,2023-11-12,Completed,62.07
4035,6,2023-01-06,2023-02-05,Completed,98.61
4035,4,2023-02-18,2023-03-20,Completed,67.25
4035,1,2023-08-11,,In Progress,0.0
4036,2,2023-09-23,,Dropped,0.0
4036,4,2023-05-01,,In Progress,0.0
4036,3,2023-10-13,,In Progress,0.0
4036,5,2023-08-01,2023-08-31,Completed,81.6
4037,9,2023-12-11,2024-01-10,Completed,64.82
4038,7,2023-07-07,2023-08-06,Completed,76.58
4038,5,2023-07-16,2023-08-15,Completed,95.38
4038,3,2023-12-08,2024-01-07,Completed,79.76
4039,2,2023-06-14,2023-07-14,Completed,62.21
4039,8,2023-05-02,,In Progress,0.0
4039,5,2023-02-27,2023-03-29,Completed,83.87
4040,2,2023-03-09,,Dropped,0.0
4041,3,2023-07-04,2023-08-03,Completed,65.48
4041,9,2023-07-22,2023-08-21,Completed,96.56
4042,3,2023-04-22,,In Progress,0.0
4043,7,2023-11-13,2023-12-13,Completed,99.76
4043,1,2023-02-24,,In Progress,0.0
4043,6,2023-02-07,2023-03-09,Completed,70.31
4043,10,2023-05-20,2023-06-19,Completed,87.38
4044,9,2023-03-19,2023-04-18,Completed,62.9
4044,10,2023-12-12,2024-01-11,Completed,82.66
4045,7,2023-04-18,2023-05-18,Completed,55.07
4045,4,2023-11-13,2023-12-13,Completed,94.56
4045,2,2023-09-13,2023-10-13,Completed,86.98
4045,10,2023-09-11,2023-10-11,Completed,87.29
4046,4,2023-03-04,2023-04-03,Completed,80.94
4046,7,2023-03-12,2023-04-11,Completed,88.93
4046,10,2023-01-22,2023-02-21,Completed,56.37
4046,9,2023-01-16,2023-02-15,Completed,65.32
4047,2,2023-06-09,2023-07-09,Completed,86.83
4047,1,2023-11-14,2023-12-14,Completed,83.14
4047,8,2023-02-13,2023-03-15,Completed,66.69
4047,5,2023-07-14,,In Progress,0.0
4048,10,2023-12-03,2024-01-02,Completed,91.88
4049,3,2023-09-11,,In Progress,0.0
4049,5,2023-03-07,,In Progress,0.0
4050,7,2023-03-24,2023-04-23,Completed,82.17
4050,1,2023-05-11,2023-06-10,Completed,95.95
4050,4,2023-02-23,2023-03-25,Completed,87.1
4050,3,2023-08-01,2023-08-31,Completed,91.23
4051,2,2023-04-06,2023-05-06,Completed,71.48
4051,5,2023-05-14,2023-06-13,Completed,93.54
4052,5,2023-06-25,2023-07-25,Completed,76.66
4052,8,2023-11-09,2023-12-09,Completed,76.9
4053,7,2023-07-04,2023-08-03,Completed,71.59
4053,10,2023-03-07,2023-04-06,Completed,62.37
4054,6,2023-02-04,2023-03-06,Completed,71.85
4055,5,2023-06-10,2023-07-10,Completed,92.69
4056,5,2023-09-10,2023-10-10,Completed,98.6
4057,8,2023-08-05,2023-09-04,Completed,71.69
4057,10,2023-12-07,2024-01-06,Completed,80.89
4057,7,2023-07-16,2023-08-15,Completed,57.62
4058,10,2023-02-19,2023-03-21,Completed,66.91
4058,9,2023-12-10,2024-01-09,Completed,75.01
4058,6,2023-12-10,2024-01-09,Completed,88.51
4058,1,2023-08-08,2023-09-07,Completed,59.55
4059,8,2023-03-13,2023-04-12,Completed,86.23
4059,7,2023-05-04,,In Progress,0.0
4059,1,2023-12-21,,In Progress,0.0
4059,5,2023-01-16,2023-02-15,Completed,96.08
4060,2,2023-02-01,,In Progress,0.0
4060,1,2023-03-04,2023-04-03,Completed,77.64
4061,7,2023-11-13,2023-12-13,Completed,67.43
4061,8,2023-12-27,2024-01-26,Completed,71.24
4061,6,2023-08-09,,In Progress,0.0
4061,10,2023-06-08,,In Progress,0.0
4062,1,2023-08-27,,In Progress,0.0
4062,8,2023-01-05,,In Progress,0.0
4062,10,2023-12-26,2024-01-25,Completed,73.27
4063,4,2023-12-13,2024-01-12,Completed,86.3
4063,2,2023-04-05,2023-05-05,Completed,65.74
4063,6,2023-10-20,2023-11-19,Completed,64.57
4064,8,2023-07-16,2023-08-15,Completed,87.94
4064,4,2023-03-01,2023-03-31,Completed,86.57
4064,9,2023-11-10,,In Progress,0.0
4065,10,2023-01-09,2023-02-08,Completed,79.5
4065,1,2023-09-27,2023-10-27,Completed,81.41
4066,5,2023-11-15,2023-12-15,Completed,97.5
4067,9,2023-06-21,2023-07-21,Completed,69.53
4067,8,2023-05-21,2023-06-20,Completed,97.35
4067,6,2023-07-07,2023-08-06,Completed,58.09
4068,6,2023-02-08,,In Progress,0.0
4068,1,2023-09-13,2023-10-13,Completed,70.05
4068,7,2023-09-06,,Dropped,0.0
4068,10,2023-02-14,2023-03-16,Completed,55.2
4069,6,2023-04-17,2023-05-17,Completed,61.69
4069,8,2023-07-27,2023-08-26,Completed,88.45
4069,10,2023-03-09,,Dropped,0.0
4069,5,2023-12-03,2024-01-02,Completed,76.5
4070,6,2023-07-14,,In Progress,0.0
4070,5,2023-08-07,2023-09-06,Completed,78.72
4071,10,2023-10-03,,Dropped,0.0
4071,2,2023-03-10,2023-04-09,Completed,93.8
4071,4,2023-08-09,2023-09-08,Completed,86.44
4071,1,2023-03-11,,In Progress,0.0
4072,6,2023-07-20,2023-08-19,Completed,74.66
4073,3,2023-02-15,2023-03-17,Completed,65.83
4073,10,2023-09-22,2023-10-22,Completed,64.32
4073,9,2023-12-07,,In Progress,0.0
4074,6,2023-06-25,2023-07-25,Completed,97.92
4074,2,2023-10-16,2023-11-15,Completed,61.6
4075,8,2023-06-24,2023-07-24,Completed,99.1
4076,2,2023-03-27,2023-04-26,Completed,74.8
4076,1,2023-08-17,2023-09-16,Completed,85.39
4076,8,2023-05-21,2023-06-20,Completed,56.82
4077,1,2023-04-06,2023-05-06,Completed,84.91
4077,3,2023-06-07,2023-07-07,Completed,76.06
4077,5,2023-08-09,,In Progress,0.0
4077,2,2023-06-15,2023-07-15,Completed,84.05
4078,7,2023-10-17,2023-11-16,Completed,65.68
4079,3,2023-05-01,2023-05-31,Completed,88.77
4079,10,2023-06-10,2023-07-10,Completed,60.02
4079,8,2023-10-25,2023-11-24,Completed,80.42
4079,5,2023-05-11,2023-06-10,Completed,78.71
4080,8,2023-06-02,2023-07-02,Completed,88.23
4080,3,2023-07-15,,In Progress,0.0
4080,2,2023-06-22,,In Progress,0.0
4080,7,2023-06-06,2023-07-06,Completed,81.94
4081,10,2023-12-06,2024-01-05,Completed,69.05
